0	0.000
1	1.162
2	1.349
3	1.492
4	1.640
5	1.620
6	1.659
7	1.738
8	1.758
9	1.774
10	1.732
11	1.697
12	1.678
13	1.697
14	1.728
15	1.878
16	1.875
17	1.896
18	1.917
19	1.909
20	1.991
21	2.002
22	1.986
23	1.966
24	2.035
25	2.015
26	2.008
27	1.977
28	1.949
29	1.968
30	1.993
31	1.990
32	1.971
33	1.976
34	1.978
35	1.990
36	1.995
37	2.006
38	2.039
39	2.041
40	2.031
41	2.045
42	2.006
43	1.997
44	2.019
45	1.983
46	1.986
47	1.991
48	1.995
49	2.111
50	2.099
51	2.099
52	2.097
53	2.102
54	2.125
55	2.136
56	2.149
57	2.122
58	2.121
59	2.118
60	2.142
61	2.105
62	2.129
63	2.171
64	2.172
65	2.189
66	2.248
67	2.251
68	2.230
69	2.284
70	2.260
71	2.226
72	2.237
73	2.299
74	2.328
75	2.332
76	2.348
77	2.325
78	2.332
79	2.310
80	2.304
81	2.347
82	2.417
83	2.436
84	2.459
85	2.469
86	2.448
87	2.423
88	2.381
89	2.307
90	2.310
91	2.361
92	2.366
93	2.375
94	2.378
95	2.394
96	2.367
97	2.426
98	2.389
99	2.448
100	2.482
101	2.520
102	2.514
103	2.530
104	2.467
105	2.531
106	2.475
107	2.503
108	2.531
109	2.491
110	2.503
111	2.524
112	2.515
113	2.475
114	2.515
115	2.571
116	2.592
117	2.598
118	2.582
119	2.538
120	2.570
121	2.587
122	2.590
123	2.628
124	2.572
125	2.585
126	2.584
127	2.518
128	2.524
129	2.549
130	2.457
131	2.514
132	2.438
133	2.513
134	2.508
135	2.512
136	2.566
137	2.602
138	2.620
139	2.553
140	2.574
141	2.589
142	2.540
143	2.577
144	2.584
145	2.693
146	2.545
147	2.750
148	2.812
149	2.855
150	2.748
151	2.786
152	2.751
153	2.662
154	2.756
155	2.833
156	2.826
157	2.629
158	2.630
159	2.520
160	2.766
161	2.770
162	2.689
163	2.627
164	2.804
165	2.789
166	2.778
167	2.810
168	2.853
169	2.851
170	2.789
171	2.636
172	2.631
173	2.652
174	2.669
175	2.727
176	2.608
177	2.676
178	2.763
179	2.755
180	2.653
181	2.632
182	2.730
183	2.750
184	2.658
185	2.677
186	2.686
187	2.698
188	2.813
189	2.867
190	2.743
191	2.724
192	2.614
193	2.656
194	2.634
195	2.560
196	2.708
197	2.849
198	2.820
199	2.793
200	2.688
201	2.762
202	2.698
203	2.658
204	2.754
205	2.705
206	2.775
207	2.702
208	2.665
209	2.690
210	2.701
211	2.700
212	2.787
213	2.756
214	2.734
215	2.770
216	2.602
217	2.633
218	2.618
219	2.606
220	2.515
221	2.505
222	2.468
223	2.645
224	2.500
225	2.537
226	2.485
227	2.770
228	2.841
229	2.776
230	2.757
231	2.700
232	2.640
233	2.683
234	2.673
235	2.589
236	2.756
237	2.591
238	2.678
239	2.808
240	2.660
241	2.678
242	2.637
243	2.575
244	2.650
245	2.640
246	2.689
247	2.707
248	2.663
249	2.612
250	2.471
251	2.470
252	2.491
253	2.570
254	2.518
255	2.495
256	2.586
257	2.556
258	2.632
259	2.600
260	2.658
261	2.591
262	2.607
263	2.585
264	2.562
265	2.603
266	2.601
267	2.758
268	2.584
269	2.576
270	2.580
271	2.543
272	2.525
273	2.505
274	2.524
275	2.603
276	2.601
277	2.569
278	2.552
279	2.563
280	2.516
281	2.509
282	2.461
283	2.507
284	2.536
285	2.527
286	2.495
287	2.503
288	2.561
289	2.567
290	2.514
291	2.538
292	2.495
293	2.449
294	2.410
295	2.447
296	2.403
297	2.452
298	2.410
299	2.395
