0	1.709
1	1.907
2	1.931
3	2.062
4	2.123
5	2.102
6	2.145
7	2.148
8	2.151
9	2.170
10	2.172
11	2.139
12	2.118
13	2.113
14	2.136
15	2.202
16	2.204
17	2.219
18	2.208
19	2.207
20	2.253
21	2.284
22	2.277
23	2.271
24	2.290
25	2.314
26	2.317
27	2.279
28	2.265
29	2.241
30	2.296
31	2.294
32	2.287
33	2.295
34	2.286
35	2.292
36	2.266
37	2.260
38	2.248
39	2.271
40	2.290
41	2.278
42	2.268
43	2.267
44	2.299
45	2.252
46	2.278
47	2.227
48	2.265
49	2.322
50	2.313
51	2.305
52	2.299
53	2.315
54	2.332
55	2.324
56	2.348
57	2.345
58	2.314
59	2.324
60	2.350
61	2.329
62	2.360
63	2.380
64	2.420
65	2.424
66	2.449
67	2.450
68	2.434
69	2.505
70	2.469
71	2.460
72	2.451
73	2.495
74	2.494
75	2.508
76	2.538
77	2.522
78	2.543
79	2.512
80	2.521
81	2.573
82	2.611
83	2.634
84	2.660
85	2.627
86	2.611
87	2.603
88	2.560
89	2.506
90	2.537
91	2.556
92	2.541
93	2.561
94	2.569
95	2.568
96	2.574
97	2.575
98	2.575
99	2.610
100	2.667
101	2.696
102	2.666
103	2.682
104	2.629
105	2.682
106	2.628
107	2.657
108	2.689
109	2.663
110	2.679
111	2.699
112	2.691
113	2.643
114	2.698
115	2.729
116	2.749
117	2.728
118	2.718
119	2.712
120	2.737
121	2.745
122	2.763
123	2.765
124	2.728
125	2.749
126	2.729
127	2.710
128	2.731
129	2.725
130	2.668
131	2.683
132	2.652
133	2.684
134	2.688
135	2.715
136	2.751
137	2.786
138	2.772
139	2.761
140	2.755
141	2.726
142	2.697
143	2.739
144	2.734
145	2.843
146	2.721
147	2.889
148	2.944
149	2.979
150	2.877
151	2.928
152	2.892
153	2.803
154	2.883
155	2.944
156	2.945
157	2.798
158	2.824
159	2.731
160	2.920
161	2.934
162	2.873
163	2.829
164	2.965
165	2.947
166	2.953
167	2.968
168	3.006
169	3.028
170	3.006
171	2.853
172	2.823
173	2.833
174	2.864
175	2.929
176	2.782
177	2.852
178	2.939
179	2.955
180	2.872
181	2.839
182	2.908
183	2.934
184	2.867
185	2.914
186	2.880
187	2.885
188	2.999
189	3.047
190	2.937
191	2.918
192	2.867
193	2.895
194	2.866
195	2.793
196	2.927
197	3.048
198	3.030
199	3.018
200	2.905
201	2.973
202	2.936
203	2.924
204	2.985
205	2.944
206	2.967
207	2.906
208	2.869
209	2.899
210	2.902
211	2.900
212	2.938
213	2.964
214	2.956
215	2.986
216	2.860
217	2.872
218	2.843
219	2.810
220	2.717
221	2.738
222	2.704
223	2.883
224	2.717
225	2.773
226	2.728
227	2.999
228	3.031
229	2.985
230	2.971
231	2.929
232	2.876
233	2.929
234	2.887
235	2.821
236	2.926
237	2.795
238	2.866
239	2.992
240	2.885
241	2.890
242	2.851
243	2.815
244	2.866
245	2.834
246	2.877
247	2.900
248	2.862
249	2.826
250	2.691
251	2.705
252	2.719
253	2.796
254	2.745
255	2.708
256	2.791
257	2.759
258	2.825
259	2.796
260	2.855
261	2.806
262	2.818
263	2.795
264	2.772
265	2.811
266	2.818
267	2.944
268	2.814
269	2.818
270	2.800
271	2.763
272	2.744
273	2.710
274	2.728
275	2.782
276	2.775
277	2.770
278	2.760
279	2.783
280	2.743
281	2.746
282	2.718
283	2.750
284	2.764
285	2.782
286	2.734
287	2.727
288	2.763
289	2.783
290	2.746
291	2.786
292	2.732
293	2.665
294	2.635
295	2.650
296	2.602
297	2.646
298	2.596
299	2.606
