1.569	-1514.197
1.722	-1529.431
1.762	-1527.078
1.843	-1537.244
1.791	-1532.383
1.905	-1554.462
1.873	-1562.439
2.005	-1554.758
1.947	-1535.020
1.969	-1536.648
1.906	-1600.758
1.940	-1574.000
1.934	-1595.932
1.960	-1576.209
2.191	-1551.043
2.280	-1580.320
2.048	-1569.823
1.960	-1574.670
1.882	-1598.552
1.911	-1578.882
1.768	-1613.461
1.898	-1605.864
1.770	-1592.047
1.839	-1585.284
1.824	-1579.200
1.870	-1586.293
1.939	-1580.648
2.062	-1570.308
1.998	-1579.422
2.062	-1577.314
2.112	-1571.180
1.935	-1595.682
2.060	-1606.514
2.194	-1578.404
2.233	-1609.381
2.273	-1582.154
2.088	-1567.746
2.115	-1627.135
2.016	-1603.994
2.179	-1606.479
2.347	-1627.186
2.280	-1616.276
2.218	-1599.043
2.173	-1626.864
2.241	-1619.512
2.303	-1629.797
2.313	-1627.471
2.142	-1632.292
2.258	-1630.027
2.157	-1635.566
2.225	-1634.611
2.323	-1645.392
2.232	-1608.343
2.180	-1630.902
2.309	-1636.453
2.252	-1623.052
2.227	-1614.467
2.158	-1638.039
2.286	-1631.284
2.272	-1627.428
2.226	-1643.783
2.238	-1618.736
2.161	-1611.585
2.185	-1614.380
2.533	-1610.984
2.284	-1638.621
2.206	-1641.066
2.156	-1630.925
2.294	-1658.651
2.274	-1632.661
2.193	-1599.830
2.160	-1635.416
2.195	-1623.036
2.257	-1651.266
2.113	-1638.421
2.208	-1664.383
2.209	-1650.465
2.188	-1670.456
2.123	-1653.980
2.024	-1619.711
2.082	-1629.843
2.025	-1637.939
2.085	-1640.035
2.038	-1637.337
2.158	-1641.742
2.106	-1641.102
2.097	-1620.969
2.190	-1644.522
2.119	-1663.718
2.195	-1636.948
2.244	-1650.287
2.255	-1617.774
2.159	-1624.930
2.086	-1658.052
2.174	-1647.568
2.274	-1627.368
2.222	-1610.591
2.237	-1635.737
2.195	-1616.768
2.258	-1600.002
2.374	-1619.909
2.501	-1623.601
2.349	-1613.149
2.298	-1596.647
2.370	-1622.960
2.314	-1613.240
2.151	-1594.747
2.277	-1579.709
2.273	-1600.271
2.270	-1606.124
2.261	-1588.016
2.301	-1592.974
2.505	-1607.281
2.315	-1602.721
2.387	-1610.456
2.522	-1612.703
2.459	-1643.103
2.436	-1627.713
2.535	-1633.024
2.503	-1633.149
2.534	-1650.458
2.466	-1639.138
2.538	-1613.745
2.679	-1621.064
2.620	-1612.051
2.510	-1601.169
2.531	-1635.411
2.420	-1580.233
2.487	-1610.460
2.424	-1610.362
2.475	-1589.443
2.306	-1607.601
2.392	-1625.469
2.405	-1619.637
2.355	-1634.443
2.336	-1622.190
2.409	-1607.898
2.322	-1602.025
2.491	-1624.382
2.520	-1623.301
2.571	-1614.960
2.481	-1620.071
2.506	-1607.053
2.530	-1636.014
2.396	-1656.102
2.394	-1641.155
2.433	-1633.528
2.416	-1633.859
2.465	-1607.402
2.340	-1631.838
2.406	-1614.252
2.388	-1619.112
2.344	-1622.620
2.383	-1633.280
2.439	-1610.036
2.462	-1634.747
2.411	-1638.077
2.410	-1631.570
2.400	-1617.068
2.318	-1639.906
2.307	-1626.593
2.324	-1658.200
2.178	-1604.380
2.114	-1611.770
2.302	-1623.878
2.264	-1657.227
2.208	-1638.858
2.304	-1610.830
2.338	-1630.900
2.338	-1616.712
2.401	-1632.646
2.395	-1640.735
2.263	-1616.743
2.215	-1618.312
2.250	-1625.912
2.178	-1581.316
2.178	-1599.449
2.324	-1632.393
2.253	-1595.401
2.269	-1604.521
2.330	-1632.000
2.328	-1599.886
2.225	-1616.235
2.463	-1606.721
2.303	-1622.839
2.194	-1619.314
2.182	-1626.797
2.162	-1625.147
2.182	-1627.446
2.272	-1644.461
2.380	-1653.791
2.295	-1631.001
2.319	-1605.360
2.397	-1637.712
2.370	-1619.895
2.390	-1624.503
2.439	-1612.045
2.466	-1639.129
2.460	-1607.857
2.509	-1604.819
2.507	-1633.984
2.412	-1617.525
2.490	-1612.531
2.459	-1626.697
2.413	-1597.988
2.302	-1607.024
2.484	-1570.378
2.260	-1594.070
2.341	-1638.022
2.328	-1610.279
2.319	-1612.502
2.278	-1624.253
2.346	-1628.455
2.446	-1614.984
2.458	-1587.193
2.414	-1627.443
2.441	-1595.464
2.477	-1595.507
2.392	-1596.851
2.394	-1619.996
2.497	-1628.446
2.522	-1619.498
2.537	-1603.539
2.397	-1615.305
2.425	-1638.619
2.442	-1607.691
2.388	-1604.155
2.397	-1628.717
2.390	-1630.922
2.404	-1635.518
2.469	-1634.156
2.442	-1588.426
2.378	-1599.136
2.330	-1624.029
2.358	-1620.747
2.489	-1602.040
2.489	-1613.165
2.478	-1605.227
2.462	-1591.868
2.492	-1597.466
2.452	-1621.988
2.565	-1644.090
2.569	-1635.087
2.486	-1634.643
2.484	-1623.619
2.504	-1600.937
2.469	-1625.353
2.464	-1623.005
2.384	-1624.798
2.485	-1630.660
2.389	-1604.713
2.455	-1656.430
2.517	-1653.830
2.468	-1617.964
2.443	-1641.730
2.588	-1623.884
2.536	-1636.157
2.548	-1646.245
2.458	-1646.729
2.539	-1618.852
2.455	-1627.487
2.475	-1632.164
2.431	-1630.128
2.484	-1638.646
2.522	-1644.246
2.502	-1632.684
2.529	-1667.537
2.442	-1632.998
2.482	-1617.170
2.407	-1625.154
2.388	-1622.070
2.262	-1604.686
2.243	-1639.954
2.387	-1629.881
2.219	-1633.429
2.311	-1648.644
2.329	-1647.180
2.342	-1656.148
2.327	-1637.800
2.377	-1630.175
2.303	-1605.223
2.344	-1639.314
2.350	-1643.622
2.393	-1619.591
2.382	-1612.158
2.148	-1596.760
2.352	-1624.416
2.421	-1643.799
2.394	-1650.018
2.401	-1620.317
2.518	-1599.366
2.564	-1620.289
2.584	-1609.896
2.497	-1618.658
2.601	-1598.319
2.469	-1628.386
2.497	-1610.658
2.508	-1605.282
2.500	-1580.881
2.567	-1598.979
